destination,username,stars,original_text,cleanliness_sentiment,cleanliness_confidence,accessibility_sentiment,accessibility_confidence,scenery_sentiment,scenery_confidence,atmosphere_sentiment,atmosphere_confidence,food_sentiment,food_confidence,crowd_sentiment,crowd_confidence,photo_spot_sentiment,photo_spot_confidence,historical_value_sentiment,historical_value_confidence,facilities_sentiment,facilities_confidence,price_sentiment,price_confidence,service_sentiment,service_confidence,safety_sentiment,safety_confidence,aspects_detected,aspect_sentiments,num_aspects
Candi Prambanan,Febryana Febryana,5,Pengalaman yang sangat luar biasa bisa ke candi prambanan. Dengan harga tiket masuk yang cukup murah sudah dapat pengetahuan tentang candi prambanan. Tempatnya luas dan bersih. Banyak tempat yang bisa di telusuri.,negative,0.996,,,,,,,,,,,,,negative,0.991,,,negative,0.991,,,,,"cleanliness, price, historical_value",cleanliness:negative; price:negative; historical_value:negative,3
Candi Prambanan,Widia rindi,5,"Tempat yang wajib dikunjungi kalau kalian lagi di Jogja. Kemarin ke Prambanan pas weekday jadi ga terlalu rame dan berdesakan. Tempat nya bersih dan ga ada sampah, masih terjaga banget. Oh iya, buat kalian yang ingin belajar sejarahnya juga, bisa banget berkunjung di ruang audiovisual nya yaa,disitu mengemas sejarah Prambanan dalam waktu 15 menit, cuma bayar 5 Ribu aja.",negative,0.99,,,,,,,,,,,,,negative,0.782,,,negative,0.596,,,,,"cleanliness, price, historical_value",cleanliness:negative; price:negative; historical_value:negative,3
Candi Prambanan,ME,5,Waktu kunjungan terbaik jam 15.00-18.00 Agar tidak terlalu panas terik. Order ticket onsite ada pilihan untuk dewasa Dan anak (max usia 10 tahun),,,,,,,,,,,,,,,,,,,,,,,,,,,0
Candi Prambanan,Dina Mardiana,5,"Ke prambanan lagi setelah terakhir 18 tahun yg lalu Karna udah akhir tahun jadi banyak pengunjung yg dateng, tapi pas didalem tetap nyaman dan tdk keliatan padat pengunjung. Pemandangan masyaAllah bagusss👍🏻, bisa liat rusa juga ternyata disini",,,,,negative,0.997,negative,0.997,,,negative,0.996,,,,,,,,,,,,,"scenery, atmosphere, crowd",scenery:negative; atmosphere:negative; crowd:negative,3
Candi Prambanan,Atiqah N F,5,"Dari dulu seliweran di jalanan Prambanan tapi belum sekalipun mampir dan akhirnya awal bulan lalu kesampean mampir. Jangan lupa pake sunscreen, jeunk! Puanas banget kalo siang, pake baju yang nyaman juga jangan lupa, kacamata jugaaa! Kompleksnya bersiiiihhhhh. Isinya nggak cuma ""candi"" ygy, ada museum, ada macem-macem mainan buat anak-anak, bahkan ada beberapa hewan juga. Tempatnya dah pasti luaaaasssssss! Bakal capek pasti kalo muterin Prambanan, jadi jangan lupa pake sepatu/sandal yang nyaman!",,,,,,,negative,0.955,,,,,,,negative,0.987,,,,,,,,,"atmosphere, historical_value",atmosphere:negative; historical_value:negative,2
Candi Prambanan,RIZKY ANDRIANSYAH,5,Destinasi yang wajib di kunjungi jika berlibur di jogja. suasana asri bersih. dan arsitektur candi yang luar biasa indah. btw jgn lupa bawa payung 😁panasssss kalau siang,negative,0.997,,,negative,0.997,negative,0.997,,,,,,,negative,0.997,,,,,,,,,"cleanliness, scenery, atmosphere, historical_value",cleanliness:negative; scenery:negative; atmosphere:negative; historical_value:negative,4
Candi Prambanan,Iccangkun,5,"Vibesnya oke banget apa lagi setelah baca mitos dan sejarahnya lebih merinding dibuatnya, ada juga vasilitas lain seperti lapangan yg luas cocok buat nongki sambil ngobrol",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Candi Prambanan,Indrawan Saputra,5,"salah satu candi terindah di Yogyakarta Kamu bisa menuju candi dengan menggunakan KRL Ygy - Palur dengan turun di stasiun Brambanan. Cukup jalan kaki skitar 800 meter untuk sampai di Candi Prambanan. Dengan HTM Rp. 50.000,- kamu bsa menikmati keindahan 4 Keindahan Candi :)",,,negative,0.861,,,,,,,,,,,neutral,0.95,,,negative,0.64,,,,,"price, accessibility, historical_value",price:negative; accessibility:negative; historical_value:neutral,3
Malioboro,FaFa WaFa,4,Kl kesini jgn lupa sarapan di dagen.ada warung nasi enak cuma harganya juga ga murah2 bgt.tp masakan nya enak. Atau ke gudeg legend jg enak.,,,,,,,,,negative,0.995,,,,,,,,,,,,,,,food,food:negative,1
Malioboro,Muhhammad Kai,5,"Jalan Malioboro jadi jantungnya Yogyakarta—hidup, penuh warna, dan selalu ramai. Lampu-lampu malam, pedagang kaki lima, musik jalanan, sampai aroma sate dan gudeg bikin suasana makin khas. Tempat yang pas buat belanja, nongkrong, dan menikmati vibe Jogja yang hangat.",,,negative,0.907,,,negative,0.997,,,negative,0.997,,,,,,,,,,,,,"accessibility, atmosphere, crowd",accessibility:negative; atmosphere:negative; crowd:negative,3
Malioboro,Amin 4rjuna,5,"Tempat nyaman buat santai,bawa payung dari rumah karena sampai Malioboro masih siang biar si kecil nyaman keliling tanpa takut panas.",,,,,,,negative,0.987,,,,,,,,,,,,,,,,,atmosphere,atmosphere:negative,1
Malioboro,Moh Muhaemin,5,"Rapi, aman, tertata, konsep integrated urban tuorismnya bagus, sampah masih berserakan (plastik dan organik), banyak perokok outdoor sembarangan, market productnya beragam dg harga bersaing dan terjangkau tingal pilih, tinggal pilih). Recommended",negative,0.985,,,negative,0.992,,,,,,,,,,,,,negative,0.993,,,negative,0.976,"cleanliness, price, scenery, safety",cleanliness:negative; price:negative; scenery:negative; safety:negative,4
Malioboro,Nabilah Nur Zahra,5,"kemarin pas kesini sm keluarga tempatnya selalu rame, banyak aneka ragam barang dan makanan yang dijual tempatnya asik pokoknya soon mau balik lagi kesini",,,,,,,,,negative,0.998,,,,,,,,,,,,,,,food,food:negative,1
Malioboro,Pagerwojo Pagerwojo,5,"bagus poll rekomen buat jalan jalann, rindu jogjaa apalagi malioboro aaaa rindu bangett, jangan lupa kalau ke malioboro puas puas in jalan jalan disanaa krna asli kalau udah pulang tuh rinduu bangett sama jogja apalagi maliboroo🥹🥹 …",,,negative,0.997,negative,0.997,,,,,,,,,,,,,,,,,,,"accessibility, scenery",accessibility:negative; scenery:negative,2
Malioboro,Dinda Nurul Aini,5,"Saya sangat suka sekali dengan tempat wisata ini karena sangat indah dan nyaman untuk tempat wisata. Banyak sekali wisatawan yang datang jauh-jauh dari berbagai daerah salah satunya saya, banyak sekali penjual makanan maupun barang-barang khas dari daerah Yogyakarta. Saya ingin kembali lagi mengunjungi tempat wisata jalan Malioboro lagi.",,,negative,0.957,negative,0.981,negative,0.951,negative,0.986,negative,0.963,,,,,,,,,,,,,"accessibility, scenery, atmosphere, food, crowd",accessibility:negative; scenery:negative; atmosphere:negative; food:negative; crowd:negative,5
Malioboro,Inayatul Maghfirah Agustania,5,"Cocok banget buat sekedar jalan-jalan, nongkrong, atau beli oleh-oleh.. tempat ini rame terus hampir 24 jam.. waktu tak begitu terasa jika ada di Malioboro..",,,negative,0.997,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:negative,1
Malioboro,ika siti nurroyani,5,"Malam di malioboro nggak pernah gagal, apalagi agak gerimis, semakin nambah rindu",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Malioboro,Ayu Rachmadany,5,Senang banget di jalan malioboro ini. Ramai dan seru. Jam 6 sore jalan udah di tutup jd bebas dari kendaraan motor dan mobil. Dan syukurnya hotel tmpt aku nginap pas depan jalan malioboro,,,negative,0.992,,,negative,0.996,,,negative,0.996,,,,,,,,,,,,,"accessibility, atmosphere, crowd",accessibility:negative; atmosphere:negative; crowd:negative,3
Malioboro,Honest,4,"Malioboro merupakan pusat kota yogyakarta dg kepadatan lalu lintas dan ditemukan bermacam macam toko vaik itu oleh2,restaurant,mart dsb nta",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Malioboro,Febrina 296,2,Ramenya oke. Makanan susah nemu yg enak. Knp samle bintang 2? 80% SELALU HIRUP ASAP ROKOK. Tolong diperketat lagi!,,,,,,,,,positive,0.932,,,,,,,,,,,,,,,food,food:positive,1
Malioboro,Mika BintangL,5,"Malioboro seindah itu yaa, masih menjadi tempat ter favorit orang orang berlibur 😍 enak banget kalo kesini pas ga rame² bgt, enak buat dokumentasi foto foto bersama teman, saudara, pasangan / keluarga ⭐️ …",,,,,,,,,negative,0.929,,,negative,0.94,,,,,,,,,,,"food, photo_spot",food:negative; photo_spot:negative,2
Malioboro,missari,5,"Jalan yang selalu ramai pagi, siang, sore dan malam. Tempat nya sangat crowded, full pengunjung dan full hiburan. Ada live music dari band2 indi yang keren2 tinggal pilih, mau yang modern atau tradisional semua nya ada. Pusat untuk beli oleh-oleh, baju, makanan, mainan, gantungan kunci, pokoknya lengkap semua ada dengan penawaran yang sangat menarik. Jarak dengan tempat parkit lumayan jauh, jika tidak ingin capek jalan kaki bisa naik becak atau delman.",,,negative,0.991,,,negative,0.991,negative,0.99,negative,0.983,,,,,,,,,,,,,"accessibility, atmosphere, food, crowd",accessibility:negative; atmosphere:negative; food:negative; crowd:negative,4
Malioboro,Elvy Nurjanah,5,"Masih juaranya tempat wisata di jogja yg ga boleh ketinggalan, selalu rame pengunjung ga pernah sepi, banyak beraneka jajanan enak2, kalo ga pengen capek ada becak dan andong buat alternatip keliling malioboro",,,,,,,negative,0.995,,,negative,0.814,,,,,,,,,,,,,"atmosphere, crowd",atmosphere:negative; crowd:negative,2
Malioboro,Ilham Akbar Gemilang,5,"Tempat paling ikonik di Jogja sih ini. Malem-malem suasananya hidup banget, banyak jajanan, seniman jalanan, sama lampu-lampu yang bikin vibe-nya cozy parah. Cuma ya siap-siap rame, tapi itu justru yang bikin Malioboro punya nyawa 😍 …",,,,,,,negative,0.992,,,,,,,,,,,,,,,,,atmosphere,atmosphere:negative,1
Malioboro,Irawan Satya,5,"Malioboro sekarang sudah tertata rapi dan kondusif, tidak ada lagi pedangan yang sembarangan mematok harga secara tidak wajar dan berdagang di trotoar. Suasana ramai banyak pengunjung yang berlibur bersama keluarga. Di malam hari pun ramai seperti siang, aman dan nyaman.",negative,0.966,,,,,negative,0.894,,,negative,0.903,,,,,,,negative,0.988,,,negative,0.96,"cleanliness, price, atmosphere, safety, crowd",cleanliness:negative; price:negative; atmosphere:negative; safety:negative; crowd:negative,5
Malioboro,Asyraf Rasyid,5,"Lokasi di Jl.Malioboro ini sangat bagus untuk mengambil foto atau video bersama keluarga, sahabat, dan pasangan. Sangat rekomendasi dan sangat cocok untuk yang sedang berlibur ke Yogyakarta",,,negative,0.994,negative,0.994,,,,,,,negative,0.994,,,,,,,,,,,"accessibility, scenery, photo_spot",accessibility:negative; scenery:negative; photo_spot:negative,3
Malioboro,Aizzah Sifaur Robbyah,5,Tempat favorit semua umat yaa sepertiinyaa.. Kalau malam minggu pasti ada live music dari musisi2 yg hebatt. Untuk di plang malioboro saat ini banyak fotografer yg membantu mengabadikan moment dengan biaya cukup murah dan sepuasnya.,,,,,,,,,,,,,,,,,,,negative,0.99,,,,,price,price:negative,1
Malioboro,sigitdc dwi cahyono,5,Kalo mau wisata ke Jogja jangan waktu musim liburan. Lebih leluasa dan lebih bisa eksplor kota Jogja. Sekarang pedestarian nya lebih lebar dan kendaraan roda empat di larang masuk jalan Malioboro ketika sudah jam 17:00,,,positive,0.396,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:positive,1
Malioboro,Eko Waluyo,5,"Tempat hilling yang sangat menyenangkan, banyak makanan, jajanan dan oleh2 yang banyak macamnya, untuk yang paling spesial adalah gudeg jogja, bakpia patok, bakpia kukus dll, bisa keliling kota naik andong, becak dan trans jogja, yang paling nyeni adalah menikmati kopi sambil lihat orang lalu lalang di jalan malioboro.",,,negative,0.69,,,,,negative,0.993,,,,,,,,,,,,,,,"accessibility, food",accessibility:negative; food:negative,2
Malioboro,Bagus Arya,5,"Salah satu jalan yang paling ikonik di kota Yogyakarta. Ramai namun lumayan tertata daripada beberapa tahun yang lalu. Cuma kekurangannya, disini saya susah nemu tempatakan yang sreg 😅😅😅 Entah kenapa... Tapi its OK, bukan masalah 👌 Spot yang digemari ya foto pada plang jl Malioboro, sama di 0 klometer",,,negative,0.988,,,negative,0.99,,,negative,0.99,negative,0.945,,,,,,,,,,,"accessibility, atmosphere, crowd, photo_spot",accessibility:negative; atmosphere:negative; crowd:negative; photo_spot:negative,4
Malioboro,Rizky Arief Imanullah,5,"Tempat wajib kalo ke Jogja walaupun hanya lewat, atau ke toko tapi yang di cari nya ga ada... Yah itulah Malioboro... Jalan dengan sejuta cerita dari masing-masing individu yang memiliki kenangan di sana... Ah rindu Jogja...",,,negative,0.976,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:negative,1
Malioboro,rynaldi darmawan,5,"Mantap kalo di malioboro dinihari, krn suasana sepi & udara sejuk.. U come to yogya, u must visit Malioboro. 2-01-2026.",,,,,,,negative,0.817,,,negative,0.906,,,,,,,,,,,,,"atmosphere, crowd",atmosphere:negative; crowd:negative,2
Malioboro,Fitri Nur Aini,5,"Jogja dengan segala kenangannya Gak pernah fail klo ke malioboro, cuman sekarang lebih rapi aja Penjual yang biasanya di pinggir jalan udh di relokasi semua Jadi jalanan lebih clean dan nyaman untuk turis",negative,0.991,negative,0.991,,,negative,0.988,,,,,,,,,,,,,,,,,"cleanliness, accessibility, atmosphere",cleanliness:negative; accessibility:negative; atmosphere:negative,3
Malioboro,Zazin Sugiono,5,Tempat rame. Stasiun terdekat dari lokasi stasiun Tugu. Jadi cukuo jalan kaki tdak perlu sewa motor,,,negative,0.595,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:negative,1
Malioboro,Ariful Anwar,5,pasti mampir kesini buat nyari oleh2 kalau dari gunung kidul,,,,,negative,0.928,,,,,,,,,,,,,,,,,,,scenery,scenery:negative,1
Malioboro,Ninayanuarin26,5,Selalu ingin kembali ...karena apa ? Ya semuanya hehe,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Malioboro,Atar,5,Tmpat pavorite slruh wisatawan....bnyak kuliner..spot fto..pasar beringharjo..yg pasti klo k malioboro wajib fto pakai pakaian adat jawa yg sangat iconic..,,,,,,,,,negative,0.914,negative,0.914,negative,0.914,negative,0.914,,,,,,,,,"food, crowd, photo_spot, historical_value",food:negative; crowd:negative; photo_spot:negative; historical_value:negative,4
Malioboro,Ayam geprek Mama,5,"Jogja sangat istimewa, walaupun ada preman nya juga",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Malioboro,Sri Setyoningsih,5,"Jogja Istimewaaaaaa Belum ke Jogja kalau belum ke Malioboro. Sekarang lebih nyaman, tempat duduk banyak, tempat sampah juga banyak, jalanan bersih. Pedagang juga ada tempatnya sendiri. Selalu ramai dari pagi sampai malam. Mau cari apa aja ada disini. Banyak juga yang jual oleh-oleh khas Jogja. Sayangnya... tempat parkir aja yang belum banyak. Untuk mobil sering kesulitan untuk cari tempat parkir. Sepanjang jalan malioboro juga banyak sekali yang menawarkan jasa foto memakai baju kebaya. Murah-mu",negative,0.995,negative,0.938,,,negative,0.995,negative,0.99,negative,0.977,negative,0.987,,,negative,0.985,positive,0.803,,,,,"cleanliness, facilities, price, accessibility, atmosphere, food, crowd, photo_spot",cleanliness:negative; facilities:negative; price:positive; accessibility:negative; atmosphere:negative; food:negative; crowd:negative; photo_spot:negative,8
Malioboro,Alief Gendis M.,5,Biasa turis jadi kesini dulu sepanjang jalan hehehe sambil olahraga tipis2 deh lumayan tauuu,,,negative,0.98,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:negative,1
Malioboro,Adinda Saraswati,5,"Lumayan antri foto dibawah tulisan jl malioboro ini, Apalgi di spot yg paling bagus dan terang, banyak fotografer berbayar, jadi segan kalo mau foto menggunakan HP sendiri. Tapi gass aja ga si? Jangan lupa bawa air mineral, karna menyusuri malioboro itu panjanggg sekali dan melelahkan Juli 2025 bersama yulianti",,,,,negative,0.985,,,,,negative,0.981,negative,0.834,,,,,,,,,,,"scenery, crowd, photo_spot",scenery:negative; crowd:negative; photo_spot:negative,3
Malioboro,Mirza Alfianti,5,Jalan-jalan seru bersama keluarga di malioboro,,,negative,0.964,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:negative,1
Malioboro,shofi fitriasandy,5,"Selalu ramai Dan Jogja selalu ada ruang di hati, gk ada bosen²nya buat pergi ke Jogja dan ditutup oleh Malioboro. Tempat wajib yg dikunjungi sebelum pulang",,,,,,,negative,0.622,,,negative,0.622,,,,,,,,,,,,,"atmosphere, crowd",atmosphere:negative; crowd:negative,2
Malioboro,laila iskandar,5,"Walaupun sdh sering ke jogyq, tapi tetap kurang lengkap kalau tdk jalan atau cangkruk di malioboro Yg terus berbenah dan mempercantik utk kepuasan wisatawan, pertahankan kebersihan dan tambah mantab",,,negative,0.996,,,,,,,negative,0.996,,,,,,,,,,,,,"accessibility, crowd",accessibility:negative; crowd:negative,2
Malioboro,Hon's,5,"Belum ke jogja bila belum ke malioboro, Jogja Istimewa",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Malioboro,Anang Budiarso,5,"Tempat nongki yg nyaman,",,,,,,,negative,0.996,,,,,,,,,,,,,,,,,atmosphere,atmosphere:negative,1
