destination,username,stars,original_text,analysis_status,scenery_sentiment,scenery_evidence,cleanliness_sentiment,cleanliness_evidence,facilities_sentiment,facilities_evidence,price_sentiment,price_evidence,atmosphere_sentiment,atmosphere_evidence,historical_value_sentiment,historical_value_evidence,food_sentiment,food_evidence,photo_spot_sentiment,photo_spot_evidence,crowd_sentiment,crowd_evidence,service_sentiment,service_evidence,accessibility_sentiment,accessibility_evidence,safety_sentiment,safety_evidence,aspects_detected,aspect_sentiments,num_aspects,overall_sentiment
Candi Prambanan,Putri Maulidia,5,"Reccomended sekali untuk para wisatawan yang mau berlibur ke Jogja wajib banget ke sini, tapi kalau bisa pagi saja dikarenakan jam 9 keatas cuacanya sangat panass sekali, mungkin bisa bawa topi atau payung sendiri, atau bisa sewa payung 10k disana, untuk tiket bisa dibeli melalui offline atau online lewat Traveloka dapet potongan 5k jadi 45k saja, untuk tiket parkir 5k, tempatnya bersih sekali, banyak sekali spot untuk foto, ada museumnya juga hanya saja sangat sepi sekali padahal bagus untuk me",success,,,,,positive,tempatnya bersih sekali,positive,tiket bisa dibeli melalui offline atau online lewat Traveloka dapet potongan 5k,,,,,positive,harga yg terjangkau mulai dari 10k-35k,,,,,positive,recommended sekali untuk para wisatawan yang mau berlibur ke Jogja,,,,,"price, facilities, service, food",price:positive; facilities:positive; service:positive; food:positive,4,positive
Candi Prambanan,Ratna Sari Psikolog,4,"Candi Prambanan cukup nyaman untuk di kunjungi sambil menikmati kemegahan struktur candi dari masa lampau, suasana sekitar cukup bagus utk spot foto.",success,positive,bagus,,,,,,,positive,nyaman,,,,,,,,,,,positive,cukup nyaman untuk di kunjungi,,,"atmosphere, scenery, accessibility",atmosphere:positive; scenery:positive; accessibility:positive,3,positive
Candi Prambanan,Abdul Hakim,4,"HTM : 50K Agak overprice sih tapi kalo sore pas sunset bagus bgt, bersih juga tidak ada sampah yang dibuang sembarang",success,positive,bagus bgt,positive,bersih,,,negative,Agak overprice,,,,,,,,,,,,,,,,,"price, scenery, cleanliness",price:negative; scenery:positive; cleanliness:positive,3,mixed
Candi Prambanan,Febryana Febryana,5,Pengalaman yang sangat luar biasa bisa ke candi prambanan. Dengan harga tiket masuk yang cukup murah sudah dapat pengetahuan tentang candi prambanan. Tempatnya luas dan bersih. Banyak tempat yang bisa di telusuri.,success,positive,luar biasa,positive,bersih,positive,luas dan bersih,positive,cukup murah,,,positive,pengetahuan tentang candi prambanan,,,,,,,,,,,,,"price, scenery, cleanliness, facilities, historical_value",price:positive; scenery:positive; cleanliness:positive; facilities:positive; historical_value:positive,5,positive
Candi Prambanan,Widia rindi,5,"Tempat yang wajib dikunjungi kalau kalian lagi di Jogja. Kemarin ke Prambanan pas weekday jadi ga terlalu rame dan berdesakan. Tempat nya bersih dan ga ada sampah, masih terjaga banget. Oh iya, buat kalian yang ingin belajar sejarahnya juga, bisa banget berkunjung di ruang audiovisual nya yaa,disitu mengemas sejarah Prambanan dalam waktu 15 menit, cuma bayar 5 Ribu aja.",success,,,positive,bersih dan ga ada sampah,positive,ruang audiovisual,positive,cuma bayar 5 Ribu,,,,,,,,,negative,ga terlalu rame dan berdesakan,,,,,,,"crowd, cleanliness, facilities, price",crowd:negative; cleanliness:positive; facilities:positive; price:positive,4,positive
Candi Prambanan,ME,5,Waktu kunjungan terbaik jam 15.00-18.00 Agar tidak terlalu panas terik. Order ticket onsite ada pilihan untuk dewasa Dan anak (max usia 10 tahun),success,,,,,,,positive,ada pilihan untuk dewasa Dan anak,,,,,,,,,,,,,,,,,price,price:positive,1,positive
Candi Prambanan,Dina Mardiana,5,"Ke prambanan lagi setelah terakhir 18 tahun yg lalu Karna udah akhir tahun jadi banyak pengunjung yg dateng, tapi pas didalem tetap nyaman dan tdk keliatan padat pengunjung. Pemandangan masyaAllah bagusss👍🏻, bisa liat rusa juga ternyata disini",success,positive,bagusss,positive,tdk keliatan padat pengunjung,,,,,,,,,,,,,negative,banyak pengunjung yg dateng,,,,,,,"scenery, crowd, cleanliness",scenery:positive; crowd:negative; cleanliness:positive,3,positive
Candi Prambanan,Atiqah N F,5,"Dari dulu seliweran di jalanan Prambanan tapi belum sekalipun mampir dan akhirnya awal bulan lalu kesampean mampir. Jangan lupa pake sunscreen, jeunk! Puanas banget kalo siang, pake baju yang nyaman juga jangan lupa, kacamata jugaaa! Kompleksnya bersiiiihhhhh. Isinya nggak cuma ""candi"" ygy, ada museum, ada macem-macem mainan buat anak-anak, bahkan ada beberapa hewan juga. Tempatnya dah pasti luaaaasssssss! Bakal capek pasti kalo muterin Prambanan, jadi jangan lupa pake sepatu/sandal yang nyaman!",success,positive,puanas banget,positive,bersiiiihhhhh,positive,"museum, ada macem-macem mainan buat anak-anak, bahkan ada beberapa hewan juga",positive,banyak tempat yang bisa di telusuri,,,,,,,,,,,,,positive,luaaasssssss!,,,"scenery, cleanliness, facilities, accessibility, price",scenery:positive; cleanliness:positive; facilities:positive; accessibility:positive; price:positive,5,positive
Candi Prambanan,RIZKY ANDRIANSYAH,5,Destinasi yang wajib di kunjungi jika berlibur di jogja. suasana asri bersih. dan arsitektur candi yang luar biasa indah. btw jgn lupa bawa payung 😁panasssss kalau siang,success,positive,luar biasa indah,positive,suasana asri bersih,,,,,,,,,,,,,,,,,,,,,"scenery, cleanliness",scenery:positive; cleanliness:positive,2,positive
Candi Prambanan,Iccangkun,5,"Vibesnya oke banget apa lagi setelah baca mitos dan sejarahnya lebih merinding dibuatnya, ada juga vasilitas lain seperti lapangan yg luas cocok buat nongki sambil ngobrol",success,,,,,positive,lapangan yg luas cocok buat nongki sambil ngobrol,,,positive,vibesnya oke banget,,,,,,,,,,,,,,,"atmosphere, facilities",atmosphere:positive; facilities:positive,2,positive
Candi Prambanan,Indrawan Saputra,5,"salah satu candi terindah di Yogyakarta Kamu bisa menuju candi dengan menggunakan KRL Ygy - Palur dengan turun di stasiun Brambanan. Cukup jalan kaki skitar 800 meter untuk sampai di Candi Prambanan. Dengan HTM Rp. 50.000,- kamu bsa menikmati keindahan 4 Keindahan Candi :)",success,,,,,,,positive,"HTM Rp. 50.000,-",,,,,,,,,,,,,positive,cukup jalan kaki skitar 800 meter,,,"price, accessibility",price:positive; accessibility:positive,2,positive
Malioboro,FaFa WaFa,4,Kl kesini jgn lupa sarapan di dagen.ada warung nasi enak cuma harganya juga ga murah2 bgt.tp masakan nya enak. Atau ke gudeg legend jg enak.,success,,,,,,,negative,ga murah2 bgt,,,,,positive,enak,,,,,,,,,,,"food, price, food",food:positive; price:negative; food:positive,3,mixed
Malioboro,Muhhammad Kai,5,"Jalan Malioboro jadi jantungnya Yogyakarta—hidup, penuh warna, dan selalu ramai. Lampu-lampu malam, pedagang kaki lima, musik jalanan, sampai aroma sate dan gudeg bikin suasana makin khas. Tempat yang pas buat belanja, nongkrong, dan menikmati vibe Jogja yang hangat.",success,,,,,,,,,positive,vibe Jogja yang hangat,,,positive,aroma sate dan gudeg,,,,,,,,,,,"atmosphere, food, atmosphere",atmosphere:positive; food:positive; atmosphere:positive,3,positive
Malioboro,Amin 4rjuna,5,"Tempat nyaman buat santai,bawa payung dari rumah karena sampai Malioboro masih siang biar si kecil nyaman keliling tanpa takut panas.",success,,,,,,,,,,,,,,,,,positive,rame,,,,,,,crowd,crowd:positive,1,positive
Malioboro,Moh Muhaemin,5,"Rapi, aman, tertata, konsep integrated urban tuorismnya bagus, sampah masih berserakan (plastik dan organik), banyak perokok outdoor sembarangan, market productnya beragam dg harga bersaing dan terjangkau tingal pilih, tinggal pilih). Recommended",success,positive,rapi,,,,,positive,harga bersaing dan terjangkau,,,,,positive,market productnya beragam dg harga bersaing dan terjangkau tingal pilih,,,,,,,,,positive,aman,"scenery, safety, price, food",scenery:positive; safety:positive; price:positive; food:positive,4,positive
Malioboro,Nabilah Nur Zahra,5,"kemarin pas kesini sm keluarga tempatnya selalu rame, banyak aneka ragam barang dan makanan yang dijual tempatnya asik pokoknya soon mau balik lagi kesini",success,,,,,,,,,,,,,,,,,positive,rame,,,,,,,crowd,crowd:positive,1,positive
Malioboro,Pagerwojo Pagerwojo,5,"bagus poll rekomen buat jalan jalann, rindu jogjaa apalagi malioboro aaaa rindu bangett, jangan lupa kalau ke malioboro puas puas in jalan jalan disanaa krna asli kalau udah pulang tuh rinduu bangett sama jogja apalagi maliboroo🥹🥹 …",success,,,,,,,,,positive,rindu jogjaa apalagi malioboro,,,,,,,,,,,,,,,"atmosphere, atmosphere",atmosphere:positive; atmosphere:positive,2,positive
Malioboro,Dinda Nurul Aini,5,"Saya sangat suka sekali dengan tempat wisata ini karena sangat indah dan nyaman untuk tempat wisata. Banyak sekali wisatawan yang datang jauh-jauh dari berbagai daerah salah satunya saya, banyak sekali penjual makanan maupun barang-barang khas dari daerah Yogyakarta. Saya ingin kembali lagi mengunjungi tempat wisata jalan Malioboro lagi.",success,positive,sangat indah,,,,,,,,,,,positive,banyak sekali penjual makanan,,,positive,banyak sekali wisatawan yang datang,,,,,,,"scenery, crowd, food",scenery:positive; crowd:positive; food:positive,3,positive
Malioboro,Inayatul Maghfirah Agustania,5,"Cocok banget buat sekedar jalan-jalan, nongkrong, atau beli oleh-oleh.. tempat ini rame terus hampir 24 jam.. waktu tak begitu terasa jika ada di Malioboro..",success,,,,,,,,,positive,rame terus hampir 24 jam,,,,,,,,,,,,,,,atmosphere,atmosphere:positive,1,positive
Malioboro,ika siti nurroyani,5,"Malam di malioboro nggak pernah gagal, apalagi agak gerimis, semakin nambah rindu",success,,,,,,,,,positive,nggak pernah gagal,,,,,,,,,,,,,,,atmosphere,atmosphere:positive,1,positive
Malioboro,Ayu Rachmadany,5,Senang banget di jalan malioboro ini. Ramai dan seru. Jam 6 sore jalan udah di tutup jd bebas dari kendaraan motor dan mobil. Dan syukurnya hotel tmpt aku nginap pas depan jalan malioboro,success,,,,,,,,,,,,,,,,,positive,ramai dan seru,,,,,,,crowd,crowd:positive,1,positive
Malioboro,Honest,4,"Malioboro merupakan pusat kota yogyakarta dg kepadatan lalu lintas dan ditemukan bermacam macam toko vaik itu oleh2,restaurant,mart dsb nta",success,neutral,Malioboro merupakan pusat kota yogyakarta dg kepadatan lalu lintas,,,,,,,,,,,,,,,negative,kepadatan lalu lintas,,,,,,,"scenery, crowd",scenery:neutral; crowd:negative,2,neutral
Malioboro,Febrina 296,2,Ramenya oke. Makanan susah nemu yg enak. Knp samle bintang 2? 80% SELALU HIRUP ASAP ROKOK. Tolong diperketat lagi!,success,,,,,,,,,,,,,negative,Makanan susah nemu yg enak,,,,,negative,Tolong diperketat lagi!,,,negative,80% SELALU HIRUP ASAP ROKOK,"food, food, safety, service",food:positive; food:negative; safety:negative; service:negative,4,negative
Malioboro,Mika BintangL,5,"Malioboro seindah itu yaa, masih menjadi tempat ter favorit orang orang berlibur 😍 enak banget kalo kesini pas ga rame² bgt, enak buat dokumentasi foto foto bersama teman, saudara, pasangan / keluarga ⭐️ …",success,positive,Malioboro seindah itu yaa,,,,,,,positive,enak banget kalo kesini pas ga rame² bgt,,,,,positive,"enak buat dokumentasi foto foto bersama teman, saudara, pasangan / keluarga",positive,enak banget kalo kesini pas ga rame² bgt,,,,,,,"scenery, crowd, photo_spot, atmosphere",scenery:positive; crowd:positive; photo_spot:positive; atmosphere:positive,4,positive
Malioboro,missari,5,"Jalan yang selalu ramai pagi, siang, sore dan malam. Tempat nya sangat crowded, full pengunjung dan full hiburan. Ada live music dari band2 indi yang keren2 tinggal pilih, mau yang modern atau tradisional semua nya ada. Pusat untuk beli oleh-oleh, baju, makanan, mainan, gantungan kunci, pokoknya lengkap semua ada dengan penawaran yang sangat menarik. Jarak dengan tempat parkit lumayan jauh, jika tidak ingin capek jalan kaki bisa naik becak atau delman.",success,,,,,positive,Ada live music dari band2 indi yang keren2 tinggal pilih,,,,,,,,,,,positive,"Tempat nya sangat crowded, full pengunjung dan full hiburan",,,negative,Jarak dengan tempat parkit lumayan jauh,,,"crowd, facilities, accessibility",crowd:positive; facilities:positive; accessibility:negative,3,positive
Malioboro,Elvy Nurjanah,5,"Masih juaranya tempat wisata di jogja yg ga boleh ketinggalan, selalu rame pengunjung ga pernah sepi, banyak beraneka jajanan enak2, kalo ga pengen capek ada becak dan andong buat alternatip keliling malioboro",success,,,,,,,,,,,,,positive,banyak beraneka jajanan enak2,,,positive,selalu rame pengunjung ga pernah sepi,,,,,,,"crowd, food",crowd:positive; food:positive,2,positive
Malioboro,Ilham Akbar Gemilang,5,"Tempat paling ikonik di Jogja sih ini. Malem-malem suasananya hidup banget, banyak jajanan, seniman jalanan, sama lampu-lampu yang bikin vibe-nya cozy parah. Cuma ya siap-siap rame, tapi itu justru yang bikin Malioboro punya nyawa 😍 …",success,,,,,,,,,positive,"Malem-malem suasananya hidup banget, banyak jajanan, seniman jalanan, sama lampu-lampu yang bikin vi",,,,,,,positive,"Cuma ya siap-siap rame, tapi itu justru yang bikin Malioboro punya nyawa",,,,,,,"atmosphere, crowd",atmosphere:positive; crowd:positive,2,positive
Malioboro,Irawan Satya,5,"Malioboro sekarang sudah tertata rapi dan kondusif, tidak ada lagi pedangan yang sembarangan mematok harga secara tidak wajar dan berdagang di trotoar. Suasana ramai banyak pengunjung yang berlibur bersama keluarga. Di malam hari pun ramai seperti siang, aman dan nyaman.",success,,,,,,,,,,,,,,,,,positive,Suasana ramai banyak pengunjung yang berlibur bersama keluarga,,,,,positive,Aman dan nyaman,"safety, crowd, safety",safety:positive; crowd:positive; safety:positive,3,positive
Malioboro,Asyraf Rasyid,5,"Lokasi di Jl.Malioboro ini sangat bagus untuk mengambil foto atau video bersama keluarga, sahabat, dan pasangan. Sangat rekomendasi dan sangat cocok untuk yang sedang berlibur ke Yogyakarta",success,,,,,,,,,,,,,,,positive,"Lokasi di Jl.Malioboro ini sangat bagus untuk mengambil foto atau video bersama keluarga, sahabat, d",,,,,,,,,photo_spot,photo_spot:positive,1,positive
Malioboro,Aizzah Sifaur Robbyah,5,Tempat favorit semua umat yaa sepertiinyaa.. Kalau malam minggu pasti ada live music dari musisi2 yg hebatt. Untuk di plang malioboro saat ini banyak fotografer yg membantu mengabadikan moment dengan biaya cukup murah dan sepuasnya.,success,,,,,,,,,,,,,,,,,,,positive,Untuk di plang malioboro saat ini banyak fotografer yg membantu mengabadikan moment dengan biaya cuk,,,,,service,service:positive,1,positive
Malioboro,sigitdc dwi cahyono,5,Kalo mau wisata ke Jogja jangan waktu musim liburan. Lebih leluasa dan lebih bisa eksplor kota Jogja. Sekarang pedestarian nya lebih lebar dan kendaraan roda empat di larang masuk jalan Malioboro ketika sudah jam 17:00,success,,,,,,,,,,,,,,,,,positive,Lebih leluasa dan lebih bisa eksplor kota Jogja,,,positive,Sekarang pedestarian nya lebih lebar dan kendaraan roda empat di larang masuk jalan Malioboro ketika,,,"crowd, accessibility",crowd:positive; accessibility:positive,2,positive
Malioboro,Eko Waluyo,5,"Tempat hilling yang sangat menyenangkan, banyak makanan, jajanan dan oleh2 yang banyak macamnya, untuk yang paling spesial adalah gudeg jogja, bakpia patok, bakpia kukus dll, bisa keliling kota naik andong, becak dan trans jogja, yang paling nyeni adalah menikmati kopi sambil lihat orang lalu lalang di jalan malioboro.",success,positive,menyenangkan,,,positive,banyak,,,positive,nyeni,,,positive,"banyak makanan, jajanan dan oleh2",,,,,,,,,,,"food, scenery, atmosphere, facilities",food:positive; scenery:positive; atmosphere:positive; facilities:positive,4,positive
Malioboro,Bagus Arya,5,"Salah satu jalan yang paling ikonik di kota Yogyakarta. Ramai namun lumayan tertata daripada beberapa tahun yang lalu. Cuma kekurangannya, disini saya susah nemu tempatakan yang sreg 😅😅😅 Entah kenapa... Tapi its OK, bukan masalah 👌 Spot yang digemari ya foto pada plang jl Malioboro, sama di 0 klometer",success,positive,ikonik,neutral,lumayan tertata,,,,,,,,,,,,,positive,ramai,,,negative,susah nemu tempatakan,,,"scenery, crowd, cleanliness, accessibility",scenery:positive; crowd:positive; cleanliness:neutral; accessibility:negative,4,positive
Malioboro,Rizky Arief Imanullah,5,"Tempat wajib kalo ke Jogja walaupun hanya lewat, atau ke toko tapi yang di cari nya ga ada... Yah itulah Malioboro... Jalan dengan sejuta cerita dari masing-masing individu yang memiliki kenangan di sana... Ah rindu Jogja...",success,,,,,,,,,,,positive,jalan dengan sejuta cerita,,,,,,,,,,,,,historical_value,historical_value:positive,1,positive
Malioboro,rynaldi darmawan,5,"Mantap kalo di malioboro dinihari, krn suasana sepi & udara sejuk.. U come to yogya, u must visit Malioboro. 2-01-2026.",success,,,,,,,,,positive,suasana sepi & udara sejuk,,,,,,,,,,,,,,,atmosphere,atmosphere:positive,1,positive
Malioboro,Fitri Nur Aini,5,"Jogja dengan segala kenangannya Gak pernah fail klo ke malioboro, cuman sekarang lebih rapi aja Penjual yang biasanya di pinggir jalan udh di relokasi semua Jadi jalanan lebih clean dan nyaman untuk turis",success,,,positive,jalanan lebih clean dan nyaman,,,,,,,,,,,,,,,,,,,,,cleanliness,cleanliness:positive,1,positive
Malioboro,Zazin Sugiono,5,Tempat rame. Stasiun terdekat dari lokasi stasiun Tugu. Jadi cukuo jalan kaki tdak perlu sewa motor,success,,,,,,,,,,,,,,,,,,,,,positive,stasiun terdekat,,,accessibility,accessibility:positive,1,positive
